material_to_cut,blade_material,cutting_angle_deg,blade_thickness_mm,cutting_speed_m_per_min,applied_force_N,operating_temperature_C,lubrication,friction_coefficient,blade_lifespan_hrs,wear_estimation_pct,cutting_efficiency_pct,performance_score
Steel,Carbide,16.083873932307963,3.508176888867734,49.81080244181081,364.3144477824156,138.7453684421049,False,0.68,2.39,32.0,76.5,39.8
Steel,Carbide,19.10712672710841,3.7824042992678413,152.70913453723676,1867.278499895883,221.03928962306,False,0.704,1.44,60.5,73.1,32.3
Aluminum,HSS,13.349491121563323,8.421369762527034,70.0550081821355,895.034742320515,297.873909686572,False,0.466,3.14,35.4,82.5,40.7
Steel,Carbide,20.161470028415984,9.147856306558706,192.9866470520163,538.713541549407,221.4170526890076,True,0.46,1.73,34.6,70.3,51.6
Titanium,HSS,12.864613959457552,5.94460524714516,197.85247620503077,1599.3889019799208,33.69923545906797,False,0.818,0.21,58.8,60.5,26.8
Steel,HSS,21.527263697129293,4.855956219674052,186.75279110456367,1900.9837098101718,546.9729563742608,True,0.352,0.38,58.9,66.0,44.4
Titanium,Carbide,10.34590164153009,8.462681092218098,190.05711732371805,1844.3552841727417,186.15058276051207,True,0.516,0.82,50.7,62.1,44.2
Steel,HSS,10.550933185960485,7.384758200647423,130.81786713494478,552.083967001158,98.90090320299075,False,0.705,0.34,42.0,81.0,36.2
Steel,Carbide,15.447666108534703,2.326991819885065,144.5813569223534,1376.8146288653077,96.86057874514955,True,0.423,1.76,28.5,75.9,53.4
Steel,Carbide,13.615223167234703,4.8059271910624854,36.96430839908499,1139.0301859481413,585.2752556981658,True,0.474,1.98,28.9,75.2,54.3
Steel,Carbide,17.96231688569391,7.457383825888335,157.34902875116398,1477.6979215071121,91.37346117327012,False,0.651,1.43,53.9,74.3,31.9
Titanium,Carbide,12.28581509347158,6.5894385623278176,56.371405353841,1025.1724122804017,220.9974765906385,True,0.493,0.86,20.6,77.6,54.6
Titanium,Carbide,9.611012981407336,9.824538470769781,171.25869074678891,992.5499976712663,59.220488937653286,True,0.469,0.69,28.0,69.3,49.8
Aluminum,HSS,14.396171257658022,8.928923025802323,193.07572770998024,1777.1430070863898,446.5742314491676,False,0.473,2.7,69.3,60.8,28.0
Titanium,Carbide,16.219129989942925,2.477907245850088,58.227973249785194,1755.387185232326,366.1159553873414,False,0.84,1.11,52.9,71.1,31.7
Steel,Carbide,7.852001076593808,7.806152125378885,34.04560116901184,1596.4330178481673,329.4699691558071,False,0.674,2.27,47.7,71.0,32.9
Aluminum,HSS,16.134372514663305,4.690612898643823,107.10022506822017,1439.3002750782543,516.3873994464336,False,0.482,2.55,56.0,84.5,35.0
Aluminum,Carbide,11.385134104957936,7.456661624687571,162.47888695069562,1388.896499962788,352.5353278191982,True,0.309,7.13,39.7,71.5,58.8
Aluminum,Carbide,12.849037697370157,6.93779668873117,158.71523058983414,206.74562119523267,574.2079395230007,True,0.336,7.81,38.2,80.7,63.0
Steel,HSS,10.586362581265625,6.024402073174729,145.42733101818516,1524.1187521689048,381.21245082321684,False,0.69,0.39,56.5,70.2,30.3
Titanium,HSS,23.628206555861198,8.823596434716439,167.7252782422534,1312.398511623846,225.51743296651549,True,0.504,0.2,36.2,65.1,48.2
Steel,Carbide,18.66672562560428,7.6695188811453425,51.49790346712748,674.5816528769943,41.31319123054081,False,0.751,2.17,24.4,82.2,42.0
Aluminum,HSS,10.249206228013668,9.116440916016053,137.34879641947026,1658.1928237394752,440.65985164384034,False,0.553,3.1,60.9,69.6,31.2
Steel,Carbide,17.900626691039,4.2528299928243944,129.02227686157696,1681.6494373231162,236.71419582493164,True,0.457,1.68,41.7,83.2,55.2
Steel,HSS,21.971448191640924,4.7850201967568164,47.61771027674477,1871.1622677818655,367.53726405648507,False,0.737,0.5,52.2,71.6,28.8
Titanium,Carbide,13.032604166655373,6.975610798483751,94.59687271493858,894.8802635867075,528.2819635383273,True,0.509,0.78,32.1,82.9,54.8
Titanium,Carbide,21.599150183123644,9.731715498893887,173.45534947571855,1147.3749412387997,24.44177370683491,True,0.44,0.8,30.1,66.2,49.1
Aluminum,Carbide,8.088298886799848,4.97265679469745,194.92432472866878,1821.3130750222701,460.5752254500928,True,0.312,5.86,53.9,61.2,52.0
Steel,HSS,21.45562729732336,2.2583492005399295,139.77743196392333,701.9226605355889,272.46516956568456,False,0.713,0.43,50.6,74.7,30.5
Steel,Carbide,15.805884853447328,5.5671036433756536,185.94938755752398,1613.6210109441215,91.95489503314988,True,0.437,1.35,35.7,71.0,51.0
Titanium,HSS,9.459489760199641,6.351436500232185,43.768861505015124,1984.73655351528,357.82548870906646,True,0.454,0.29,35.5,74.3,49.7
Steel,Carbide,13.142827691118228,8.407899269596346,195.5108946157305,1338.6777565052612,328.9166556766742,True,0.437,1.79,42.3,65.8,50.0
Steel,Carbide,24.759859848932336,7.828803839973111,26.031169852528425,1969.0375578835558,508.5386621227881,False,0.731,2.76,56.1,62.5,30.5
Steel,Carbide,20.671120332848524,9.717301445746688,114.90666922479826,1080.0436202400003,322.5063909985516,True,0.428,1.55,27.6,81.7,55.4
Titanium,Carbide,16.501727227702304,8.261462084451729,72.38149930474745,390.80143881726525,499.8640846394559,False,0.768,0.93,46.1,82.0,36.8
Aluminum,Carbide,7.3032782380905115,4.389027496543061,166.50363922126567,433.63217318663004,335.8037628122886,True,0.282,6.04,30.9,75.6,61.2
Aluminum,HSS,13.356231658030005,7.131042487841357,59.15785377755193,1489.611515533165,279.2284383406863,True,0.312,2.9,19.0,84.8,59.5
Steel,HSS,10.261030280238746,7.3779295471724184,22.075406611964983,101.72665662014323,235.28666238377218,True,0.424,0.67,5.0,71.8,56.5
Aluminum,HSS,6.420021590107805,9.984164118564184,94.62970266251477,1357.5870471475152,120.74451415890512,False,0.457,2.67,39.6,80.8,39.4
Titanium,Carbide,15.8440877743863,3.1099032898142207,31.539439579960067,387.41637707906386,358.7379106570156,False,0.81,1.27,31.5,75.1,39.8
Titanium,Carbide,22.78371399681752,3.5306040215236543,72.21666245379484,1970.300309763997,335.6651655982717,False,0.767,0.83,57.9,76.2,30.6
Aluminum,HSS,18.5119973634825,3.2441091520695116,135.87458450000568,409.94230216326054,585.9289979268785,True,0.27,3.03,37.5,79.6,55.8
Aluminum,Carbide,9.993607759610224,6.712480913327711,73.04657179098187,1149.6815904560567,259.1971044417372,True,0.266,8.36,18.0,81.0,70.5
Steel,Carbide,16.47169213907578,3.082408577872161,64.24278091782188,1371.9469729355226,264.4834925949417,True,0.376,1.89,19.7,78.2,56.8
Aluminum,Carbide,23.86468566693938,7.248061671236284,47.989219352661124,1657.0427526236715,115.04540328219927,False,0.436,7.98,34.2,78.5,50.0
Steel,HSS,19.45830105845871,8.43019240691375,44.33100933521331,972.6010656909008,366.59150166925207,False,0.659,0.58,40.0,70.7,35.1
Steel,HSS,18.78947798813528,5.4623433936548835,114.65432717265546,1874.2176401427137,511.75431604153323,False,0.704,0.35,65.4,76.8,28.2
Titanium,HSS,24.363163324550325,6.485480655115714,142.67126412982486,1012.4681088243831,163.79543545913006,True,0.487,0.25,25.2,71.1,53.2
Titanium,HSS,20.977466223680494,9.301776666330326,101.49197703241441,578.9138862419348,25.26518237423099,False,0.79,0.25,32.6,81.2,37.2
Titanium,HSS,7.732470861975043,6.5565273406200095,42.24855782861309,1226.7669132803437,421.05470154059526,True,0.47,0.35,28.0,72.9,50.9
Titanium,Carbide,11.952701739524027,3.6688444162789393,136.59613391387472,1350.2106016208625,38.19679915804013,True,0.482,0.68,28.0,80.3,54.7
Aluminum,Carbide,24.30281401475372,4.745550387546895,120.28194169789487,1064.0431717045508,257.3802536056093,True,0.28,8.12,26.6,81.9,66.6
Titanium,Carbide,14.794107883959956,6.238766426715748,88.62958194778047,1493.0460434321378,375.37199588051953,True,0.458,0.96,32.8,86.2,56.4
Aluminum,Carbide,7.232748906423707,3.2391814839166795,79.40843788268245,899.2934764453704,243.88679594392534,True,0.308,7.21,20.8,78.7,65.5
Titanium,HSS,14.172097593446837,6.900158682854954,52.96752040702556,108.23996524831543,171.1353653863965,False,0.834,0.28,24.9,78.9,40.5
Aluminum,HSS,18.939864681416015,9.993968735072205,46.333902589662245,602.6239819877165,483.57457461246713,False,0.474,2.92,35.6,70.9,38.7
Steel,Carbide,24.950964433624822,7.220279719527715,80.97890500436588,1897.2201239117471,194.54125489791602,True,0.423,1.98,33.2,74.4,54.1
Aluminum,HSS,11.478106331264037,4.97928915211553,27.493602338621947,1550.124181018368,124.42714012824388,False,0.471,3.88,28.0,78.0,42.6
Aluminum,Carbide,15.281737497585475,4.6539719334485,98.59293430423533,460.1142660699509,245.2700889022166,True,0.313,7.13,15.2,85.8,70.9
Titanium,Carbide,22.593614092995878,9.4528265808582,128.28330727128846,226.6406846642568,96.36564207305679,True,0.555,0.81,18.2,77.5,56.0
Aluminum,Carbide,12.10534436114667,8.972114324629246,189.4977695527203,766.5141070561982,420.4302472352066,False,0.518,7.65,57.3,65.6,42.2
Steel,Carbide,7.185231131817145,5.778868961590138,132.64906578999268,1688.9736649483152,431.8466409916648,True,0.432,1.8,38.8,74.2,53.9
Steel,HSS,23.97871750003008,4.8273165160022735,132.33368843406197,301.36088521590244,28.571584013928792,False,0.713,0.44,39.5,81.6,36.8
Titanium,Carbide,14.768816134270002,7.68371426877162,87.39466500864901,1132.372355462963,423.02256567577706,True,0.484,0.97,33.1,84.4,54.6
Steel,HSS,15.055674215439435,4.516019804434262,43.99708813058916,622.5004655966926,193.4126569409329,False,0.691,0.44,28.1,73.2,36.8
Aluminum,Carbide,17.424002892083642,2.9552258580203237,100.4487775860516,1479.8845424445171,400.598084453544,True,0.261,8.01,37.0,79.8,64.7
Steel,Carbide,5.070732474064492,4.481217698412211,127.76173743215251,100.77960009103496,429.760740827425,True,0.42,1.82,28.2,81.3,57.9
Titanium,Carbide,23.622623511376982,5.474367856937615,150.32604739804472,626.6308413281668,181.11322758375837,False,0.797,0.87,44.9,75.6,35.4
Aluminum,Carbide,12.229021695490834,4.043291007861665,168.69561930117754,1390.575692499672,127.52365183359126,True,0.296,7.78,31.8,76.6,62.9
Titanium,HSS,12.938637247686973,3.7345098067017837,66.06705657226186,1138.8259728310077,499.28817466776303,True,0.487,0.32,32.8,76.4,52.8
Aluminum,Carbide,8.4821849506647,2.049121301317582,63.41961354101974,1579.8446905111118,448.7268820362248,False,0.517,8.76,49.3,75.0,45.3
Steel,HSS,12.563032265849222,7.046742251232373,121.75397535881325,399.584273537023,505.5425571345916,False,0.712,0.4,46.4,82.0,34.4
Titanium,Carbide,21.07887061552104,6.915591538528951,121.88273296419727,1108.8535163225172,272.71752647839105,False,0.792,0.72,50.8,78.2,34.1
Titanium,Carbide,20.999833451110696,3.5042019021658257,59.23060340649938,471.96260186085254,284.6938952308317,True,0.492,0.86,17.4,79.3,56.1
Aluminum,Carbide,23.715936817909057,9.549200574489474,125.74555586322916,1314.5182646978753,219.61695760504412,True,0.276,7.8,29.6,77.0,67.3
Titanium,HSS,13.064589453615916,5.276567214438065,82.25819299539108,349.55079908657564,309.4562290364536,False,0.752,0.29,35.7,83.0,38.0
Aluminum,Carbide,19.17443007497169,2.2038354686104524,135.07668539815393,382.51824026499236,395.0106319663251,True,0.284,7.29,26.3,83.8,65.8
Aluminum,Carbide,15.144751104151142,3.7581753381187486,72.38804846099629,723.5899590930705,492.43606198530955,False,0.5,7.51,41.8,78.8,47.3
Aluminum,Carbide,21.08045579038262,7.5365398741695575,126.61252257288376,863.6222057383782,126.23896858109582,False,0.448,7.31,36.9,85.7,50.1
Aluminum,Carbide,19.25084018265994,3.612959190484762,158.29580742264613,1047.2633359830359,255.14222568495097,True,0.303,7.19,36.7,72.4,62.0
Steel,Carbide,12.358058505725513,2.431299671008449,196.4285796263488,1203.343053013379,287.49694909743016,True,0.425,1.54,41.9,62.8,46.0
Aluminum,HSS,11.73347668507385,6.941649771157383,183.9922501649163,990.7462576463756,303.0368390707236,True,0.325,2.86,38.9,72.4,54.8
Titanium,HSS,10.04884926055935,6.146838324753464,110.63697451894141,186.71357202408973,334.3442875198578,False,0.811,0.28,38.5,84.3,38.8
Steel,Carbide,16.530315809772755,8.090126688787628,107.90283499717125,752.574716145713,485.01340750369576,True,0.38,1.93,29.4,81.9,57.2
Titanium,Carbide,24.276857031877192,8.181051108353135,98.78600106843477,216.6256963870423,534.0253356636529,True,0.489,0.91,25.9,83.2,56.4
Steel,HSS,9.001334752351319,9.67948203030183,24.995107637954916,324.3591713004547,112.31144827785684,False,0.701,0.58,22.1,67.1,37.4
Aluminum,Carbide,6.905049098086504,2.45614035214831,49.8718095475271,276.3647787466429,433.35546809419094,True,0.313,8.35,19.3,74.8,69.6
Steel,HSS,7.3880128415262725,2.3119153585458267,30.65403589473004,400.38152052525396,297.88278262307966,False,0.732,0.59,28.0,63.6,35.7
Steel,Carbide,20.661973525003,9.897576384221285,145.34391525955775,1644.5490133774626,262.2756933922782,True,0.399,1.82,42.4,73.6,50.7
Titanium,Carbide,12.002096085691274,7.158783021575631,94.3822370392698,1292.3875536108128,85.73903228777706,False,0.791,0.88,45.7,81.0,35.2
Titanium,HSS,9.487336553847594,7.722964317340571,31.478578051773724,1062.883729164385,57.19873589771411,True,0.479,0.31,6.3,72.3,57.6
Aluminum,Carbide,12.056882367470001,2.7718561578813476,144.3035139776966,1491.289274215629,587.1303668381215,True,0.286,8.01,44.5,74.1,61.7
Steel,HSS,17.906616256590436,2.5585015267866957,135.9984553090299,1926.3251744712034,392.57374312115314,False,0.642,0.37,65.3,70.3,25.6
Steel,HSS,15.935742496565675,3.282028751486168,149.59330952428948,893.5827760293424,282.40701207808894,True,0.446,0.35,33.0,73.6,50.5
Steel,HSS,19.87178813042452,5.417564822379757,127.97014119708244,798.0826909120997,461.82283307464246,True,0.357,0.38,36.8,78.7,50.4
Aluminum,Carbide,11.781482969635526,2.8814094618638055,49.07712079051113,1957.7697716088157,72.85698486235196,True,0.309,9.5,17.0,80.7,71.1
Aluminum,HSS,14.040571469293708,5.570669923526624,31.050613593590384,1565.52769418426,372.3189073209464,False,0.462,3.69,36.3,73.7,42.6
Aluminum,HSS,7.03936737925847,6.492287224810694,167.08537464086672,1576.5113300612318,403.1547226443818,True,0.27,2.77,40.8,70.0,52.8
Aluminum,Carbide,6.461172920655629,2.0026637430808636,58.84561981385588,1239.890360541777,282.1918442626028,False,0.519,9.18,36.6,69.8,49.9
Aluminum,Carbide,14.245104856882008,2.9139650463358198,117.65526328535293,1063.3160150264493,166.50719864870686,True,0.337,8.25,27.2,83.6,68.2
Titanium,Carbide,11.031932148918472,5.00156153414303,107.33906265179368,1146.1242494720261,573.6592358256256,False,0.81,0.81,64.4,82.2,29.9
Steel,Carbide,17.256011442722617,2.4266383415744013,185.78945727857254,1338.9615963142517,194.65824200986177,False,0.692,1.5,61.7,62.9,28.4
Steel,Carbide,5.860043308891438,3.0682317864971207,119.4391569537737,815.9947659725954,92.38222077059226,True,0.415,1.57,24.3,80.0,58.0
Steel,Carbide,7.435327551991309,3.8543711236476357,124.40303936968712,1586.360052694011,385.6746750321064,False,0.738,1.84,59.0,76.0,30.7
Steel,HSS,22.303816222127903,5.436811313341176,77.5109060688463,1827.5197928266218,353.10732377494793,False,0.735,0.44,53.3,76.1,29.9
Steel,Carbide,16.326232430382092,7.7186975834936735,192.565046318359,1185.4390037148437,457.7680722179478,False,0.715,1.57,70.5,62.0,26.9
Steel,HSS,19.241090673824544,3.0615088946067672,130.22728683306224,824.803683556157,457.1942167305433,True,0.455,0.4,37.8,81.2,51.5
Steel,Carbide,21.839442374145914,7.903668575274658,20.896469046426454,1421.620591264589,379.73684687009256,False,0.686,2.83,37.8,70.5,39.4
Steel,HSS,14.276686859001044,8.840485837737766,120.0948074722934,446.1126529430585,140.37047101439765,False,0.721,0.45,35.0,79.4,35.0
Titanium,HSS,20.221207679349522,7.2118301350818665,85.49576989493622,1940.2880316334779,534.544414474397,True,0.442,0.26,39.3,80.4,52.3
Steel,Carbide,15.491711581470486,2.3498055634223824,25.780196773789797,1350.175973831192,164.0041429250718,False,0.685,2.32,29.3,74.2,40.8
Titanium,Carbide,9.454975405474077,5.525229495419531,97.6789613912752,228.3805738642759,74.51088729734079,True,0.468,0.79,14.1,89.5,59.7
Aluminum,HSS,11.75312337601879,7.280528013067999,159.24196790815336,1106.5251358850503,194.86949191704116,False,0.535,2.45,55.3,74.1,32.0
Steel,Carbide,14.807008821113216,9.828105076858499,110.68210243214524,1525.6474235918165,300.27467550756177,True,0.414,1.58,31.2,83.9,55.8
Aluminum,Carbide,11.337711043445415,9.614467104553938,135.10263550519903,627.9072576486537,140.16593536701902,True,0.329,6.24,19.4,84.6,68.3
Aluminum,HSS,11.710553826997966,5.16562523551935,135.15346382965706,196.88012656485137,213.52956781869565,False,0.483,2.35,40.8,80.8,38.4
Aluminum,HSS,11.747856624975327,6.927448577800741,140.78347444701683,1029.4086320098854,317.94205143698844,False,0.522,2.42,45.8,77.5,36.3
Titanium,HSS,7.456799577142084,9.12652117889268,89.76731502234358,1683.8864425840932,207.30486855886755,False,0.816,0.25,47.5,78.3,31.8
Aluminum,Carbide,6.692852144245027,8.648369979009573,86.6008710302321,577.9153075436186,71.80406385887598,True,0.234,7.72,9.8,88.1,75.0
Aluminum,Carbide,5.929920793826087,5.835374672901998,20.825215642149544,1462.324916165105,134.38383976665045,True,0.33,10.67,15.1,70.9,71.1
Aluminum,Carbide,7.219125220686735,4.089930647132987,47.76004289520579,874.8022972216451,480.6399896887418,True,0.284,9.33,23.8,72.5,66.9
Steel,Carbide,11.87414184271236,3.096799574390664,191.1458383006793,213.30091046259824,573.5123389817062,True,0.383,1.66,45.4,66.0,47.7
Steel,HSS,16.87743611566114,5.903841240666074,171.63500884187775,677.5297946388665,106.09339571872498,False,0.674,0.42,51.8,73.3,31.0
Titanium,Carbide,8.762938544188179,7.782767002746313,69.51951873018254,696.4145700096689,414.99105042246214,True,0.463,0.92,22.9,80.7,56.8
Titanium,HSS,22.76017692005276,9.758157705730127,92.21455080664099,1818.8621550162447,545.236269706733,True,0.455,0.26,40.1,77.3,49.6
Steel,Carbide,21.16764862478899,8.89451923858471,189.18583820923394,1965.3215079984273,193.502858403641,False,0.674,1.61,68.5,59.7,27.4
Titanium,Carbide,15.410542256183273,3.6339276419852933,65.0800063196439,498.5588129847921,501.0878061578348,True,0.473,0.97,26.4,83.5,55.5
Steel,HSS,19.484196616267198,7.758225014579759,115.85593447200738,917.9744074071998,544.8627473996402,False,0.713,0.38,60.8,77.3,28.2
Aluminum,Carbide,12.326570493975169,4.3128100308674435,23.97436112997282,1955.7365626015867,193.70877643625076,False,0.535,9.3,41.8,71.6,48.7
Aluminum,Carbide,5.735555854661798,7.467780755468771,131.5522705435052,873.8095041086982,52.909669848018055,False,0.548,6.92,34.6,74.6,48.3
Titanium,HSS,23.0866569506508,7.326443683686181,187.41324767139108,763.4250862595816,551.7399913052104,False,0.866,0.24,63.6,62.3,26.0
Steel,Carbide,7.55586976515644,4.1794448234043315,179.253809271204,308.77487371711095,211.67995118155747,True,0.429,1.69,28.5,68.7,52.7
Steel,HSS,23.95874692759303,3.8751089617382917,110.35445971295599,1531.240552366069,27.968073050929725,False,0.696,0.42,48.9,75.1,34.2
Titanium,HSS,16.4376517653222,2.8315021007114067,136.93555500988987,949.3105614850978,295.4534696150413,False,0.822,0.21,57.0,76.0,31.1
Steel,HSS,11.111261220428599,2.4043170944370136,122.56367492239139,1313.4596089280642,87.20841687073039,True,0.386,0.44,21.0,82.2,58.1
Aluminum,HSS,14.910492466236892,8.867608470851767,32.055363947751594,1068.7278680255356,542.987087335376,True,0.293,3.57,23.9,70.4,57.2
Titanium,Carbide,15.032596178461883,2.3987951570803334,48.570227637814256,431.6205633305413,109.89734847015097,True,0.492,1.09,5.0,77.4,59.4
Titanium,Carbide,5.465741588851638,2.709929332200913,193.48711665855674,435.1026117346036,196.56290680870072,True,0.452,0.79,32.8,63.3,48.1
Steel,Carbide,12.109197037682772,3.910816282945599,66.07436543690119,1885.5370181177475,478.46109912308367,False,0.73,1.88,56.4,79.3,33.3
Titanium,HSS,19.797315990858348,9.101266627698209,89.20085889735189,1790.086377721569,487.6812427697502,True,0.494,0.25,41.5,81.3,50.4
Steel,Carbide,15.20138377901416,4.663522883377531,111.60997543181129,1260.20460947946,542.7423934276417,True,0.409,1.57,43.4,83.1,53.8
Steel,Carbide,9.884602340191684,3.5343964596527373,196.24378329080147,102.36408013662138,308.489771022682,False,0.712,1.35,56.0,63.5,31.1
Steel,Carbide,11.70219720073888,7.724443966360761,144.19883112135977,923.2617175052407,592.2979648473598,False,0.693,1.87,59.8,71.7,32.4
Steel,Carbide,22.26108786231898,4.552558038949486,133.32772959146575,1107.813209927771,319.3896233568726,False,0.648,1.53,56.2,72.1,32.3
Steel,HSS,15.51099340300459,4.66693310460957,114.39199503935468,953.9318340695586,478.61051913265453,True,0.453,0.38,38.6,82.1,51.3
Titanium,HSS,15.567042451024719,7.911812767508288,146.1213946270203,1858.3539485286785,229.9034012134211,True,0.478,0.2,42.4,74.7,46.5
Aluminum,Carbide,24.2293491810202,4.013222524866447,139.5228602951024,177.64509877124289,565.9489634541251,False,0.509,7.65,46.3,75.3,45.8
Aluminum,HSS,11.417627980732867,9.174080381645005,182.51136060697678,1344.3641625453515,417.30941145835527,True,0.32,2.45,42.4,63.6,49.2
Titanium,Carbide,14.590822502124567,6.491373423986762,117.53035496563207,696.2891574399038,64.71698596535353,True,0.425,0.94,20.5,91.3,57.7
Titanium,Carbide,21.23427195441668,6.302653689379312,95.87046587428816,1163.0064060174518,82.94150070729131,True,0.476,0.76,17.3,87.8,60.3
Aluminum,Carbide,20.178244977740594,4.118017880529677,165.28916505149684,1346.2429526329431,536.6701196661581,False,0.479,6.84,63.5,67.6,39.8
Aluminum,HSS,10.315988438573452,8.680754721039406,163.96100024362732,937.5604986170439,489.54393723546355,True,0.342,2.47,43.2,66.8,49.3
Aluminum,Carbide,8.021820952107717,6.581996406972011,50.57055884217574,381.9113294826473,211.45465909606034,True,0.299,8.57,9.4,80.6,71.3
Aluminum,HSS,19.014091523747364,3.2441323832418076,62.62255961416202,1086.172446407964,322.52565893594596,False,0.496,3.41,41.4,80.0,39.1
Aluminum,HSS,10.153123536143895,3.6503858979581008,192.55488703394704,1872.616715334619,514.5940939322991,True,0.288,2.37,58.7,62.1,44.7
Steel,Carbide,23.453516570484823,5.746047270565149,99.93971690882925,1118.1723398934923,79.99004040453221,False,0.747,2.02,39.2,83.4,39.3
Titanium,HSS,7.584953879784521,8.237134579331109,113.53892537561413,333.5856915015537,100.12086450808471,False,0.778,0.25,35.3,84.3,36.1
Steel,HSS,11.36630400269553,9.514362188935682,75.82882242436577,1665.909746867076,435.0056244429224,True,0.389,0.41,31.0,76.9,52.0
Aluminum,Carbide,6.095744938498275,7.307989043015574,106.59278412152362,521.3152856095912,67.67917981663643,True,0.275,6.59,8.4,85.9,70.9
Aluminum,HSS,19.06610613726756,6.049145996466385,153.80418929521807,803.4122541990022,224.48856788520806,True,0.281,2.56,25.0,74.2,58.4
Aluminum,HSS,22.825252978307965,4.005855820096198,106.82211754346154,914.63853925714,166.04882684844225,True,0.299,2.82,25.2,81.7,59.5
Steel,Carbide,17.71749054662014,7.382943683645997,76.66124239255973,745.4285698201323,460.965818869627,True,0.441,1.96,23.3,83.8,58.5
Steel,Carbide,23.755060310229673,9.857918046828058,37.28018079098777,868.4583008590948,21.419766685867746,True,0.395,2.26,5.0,69.8,59.8
Aluminum,HSS,7.570079570024193,5.80977980431388,187.0870736967664,1611.4131924032602,86.92313583789846,False,0.544,2.93,56.8,63.4,30.6
Steel,Carbide,6.754678545253978,3.297135031119163,176.8984081043412,524.3821188185708,77.42437378045544,True,0.429,1.81,28.1,72.5,52.9
Steel,Carbide,21.768254623347417,2.8267246516334286,162.44568980295,993.7952633212846,204.48469010273442,True,0.377,1.58,30.7,69.0,50.4
Aluminum,HSS,22.110223507730154,4.1540494607918514,144.9327734916617,138.01627382420014,154.83810941344652,False,0.442,2.75,36.7,75.2,41.0
Steel,HSS,21.62079054214256,6.555536152169948,112.79177920110502,1064.5652466792171,152.40401537695857,True,0.421,0.37,21.1,80.5,55.2
Titanium,Carbide,20.979298050674913,9.574442408730631,181.53142150204107,312.208424447188,234.82809156444276,False,0.78,0.64,54.4,67.0,29.2
Titanium,HSS,12.244567278773204,4.3933206645131735,162.506272303469,636.2482902461385,144.14840694226928,True,0.454,0.22,27.2,76.5,54.5
Titanium,Carbide,9.349241671827755,4.4431293709728354,166.88195152840328,717.2594491987368,81.60422943819518,False,0.782,0.77,48.6,70.5,33.5
Titanium,Carbide,23.5760803999558,5.849437272897539,75.71908513990397,256.4699887196291,358.2857333151792,True,0.462,0.97,22.3,82.5,57.5
Aluminum,HSS,11.14000365696668,9.34833868079351,96.2224892124317,785.0757104849579,572.0078642716672,True,0.307,3.07,30.9,79.3,57.2
Aluminum,HSS,12.968153643280644,5.352440404712714,147.22440754218655,1046.309063734523,372.15565768215,True,0.314,3.02,36.7,81.2,55.5
Aluminum,Carbide,18.991179189032664,3.7858351348874653,86.79121457739568,919.0813005221388,459.0719889653105,False,0.497,7.61,48.2,79.9,44.6
Titanium,Carbide,10.867121599879752,3.3050473198541708,108.91543758958657,632.808097758124,583.8625667314201,False,0.807,0.91,57.2,79.3,30.4
Titanium,Carbide,21.382604431220024,5.656122954179853,136.37233418692222,660.2244253486925,108.834334191973,False,0.77,0.83,45.2,76.6,32.7
Steel,Carbide,6.400692472635625,8.405419485841197,98.79651228517059,1303.8077672292234,286.6897838115461,False,0.69,1.82,48.8,76.3,35.3
Steel,HSS,20.823653347778688,4.330819237795117,162.74712928932018,1464.9521746161372,357.47146736985655,False,0.706,0.39,67.0,69.0,27.4
Titanium,Carbide,17.037026452356084,6.100181113845143,40.93019099921269,1195.4082385886884,206.82543944285047,True,0.481,1.0,17.6,75.8,55.0
Titanium,HSS,16.45987288227186,6.8240661793803925,149.25017176076312,1954.7572773146555,375.61509755126474,False,0.823,0.22,66.0,68.4,26.9
Titanium,HSS,14.167540782773214,5.603763293263179,46.137810910030026,1895.2607201959386,381.81588429336824,True,0.482,0.27,34.2,79.6,52.7
Titanium,Carbide,10.540911925668448,3.533521930826315,188.81113788713466,287.0910141623135,508.4929570348291,False,0.739,0.66,62.8,65.6,27.4
Steel,HSS,14.281405708624732,9.373965423478843,76.52678252509257,596.6113694050533,502.85892194259,True,0.403,0.44,22.8,77.9,55.5
Titanium,HSS,14.000570240373747,6.523593881875872,163.1778249871048,1749.9488144544725,102.66272453295356,False,0.848,0.21,57.0,70.2,29.8
Steel,Carbide,16.6750837756614,7.833075071311084,113.85505605956169,156.36067694019562,117.95729632795188,True,0.401,1.78,16.9,87.9,61.5
Titanium,HSS,10.631485717110605,7.088344043503463,36.395671985817344,1225.1746165880495,148.97575291966177,True,0.473,0.35,12.3,77.6,58.0
Titanium,HSS,6.551911639522981,9.98438417382059,124.86563379039792,1913.5491254883927,171.5135339966231,False,0.736,0.25,54.6,71.3,29.4
Titanium,Carbide,7.901788932782765,5.650481075509248,184.1919926388626,1389.5635821013022,347.40617620135896,True,0.448,0.62,40.7,62.4,48.2
Steel,Carbide,18.983548629231457,5.3997789863927474,48.30219279882271,274.6732926741397,209.9443976966143,False,0.678,2.21,27.2,79.6,40.2
Steel,Carbide,5.449846592710809,4.88111892872005,77.83525088494972,1520.8536888244714,572.7183582567112,True,0.478,1.69,34.8,78.7,55.9
Aluminum,Carbide,22.128860892908598,4.893027674722101,99.04856077239323,815.3208605431397,88.61482432860367,True,0.3,6.9,15.8,83.3,70.5
